id,code,title,lecture_hours,lab_hours,credits,department_id,type,description,prerequisites
1094,PETE 201,Introduction to Petroleum Engineering,1,0,1,15,Undergraduate,"The course's main goal is to provide the student with an overview of the petroleum industry: its history, technical achievements, role in the global economy and future prospects. A brief introduction to modern exploration, production and processing operations is included as well as highlights of the petroleum industry in Saudi Arabia and the Middle East. The PETE curriculum at KFUPM is also highlighted.",
1095,PETE 202,Phase Behavior,3,0,3,15,Undergraduate,,"Introduction to the first and second laws of thermodynamics with applications. Phase behavior of pure hydrocarbons. Phase behavior of binary and multi-component hydrocarbon systems: P-V, P-T and P-composition diagrams. Phase equilibrium."
1096,PETE 203,Drilling Engineering I,2,3,3,15,Undergraduate,,"The course introduces the basic concepts, theory and practices in drilling engineering. Topics include an introduction to drilling engineering, rotary drilling systems and operations, well control and monitoring systems. Specifically, drilling fluids, drilling hydraulics, formation pore and fracture pressure estimation, design of mud weight and kick evaluation are discussed. Some practical applications such as cementing and basic concepts of casing, drilling bits and bottom-hole assembly are presented. Laboratory sessions cover drilling fluids and cement formulation and testing. A rig-floor simulator is used to demonstrate drilling operations and control."
1097,PETE 204,Reservoir Rock Properties,2,3,3,15,Undergraduate,"Basic petrophysical properties of reservoir rocks including porosity, permeability, fluid saturation, electrical conductivity, capillary pressure, and relative permeability. Laboratory measurement of the reservoir rocks characteristics mentioned above.",
1098,PETE 205,Petroleum Fluid Properties,2,3,3,15,Undergraduate,,"Study of the phase behavior of hydrocarbon systems as related to petroleum recovery. Ideal and real gas behavior, single and multicomponent two-phase systems, properties of reservoir fluids under various conditions of pressure and temperature. Laboratory tests on reservoir fluids."
1099,PETE 206,Rock and Fluid Properties,3,3,4,15,Undergraduate,,"Basic petrophysical properties of reservoir rock-fluid systems such as porosity, permeability, fluid saturation. Electrical conductivity, capillary Pressure, and relative permeability. Applications of Darcy's law to flow in porous media. Estimation of properties of reservoir fluids under various conditions of pressure and temperature. Vapor-liquid equilibria and crude oil separation calculations. Laboratory measurement of various reservoir rock and fluid properties."
1100,PETE 301,Reservoir Engineering,3,0,3,15,Undergraduate,,The general material balance equation and its application. Initial oil and gas in place. Steady and unsteady-state water influx models. Fractional flow and the theory of immiscible displacement. Areal and vertical sweep efficiencies and waterflood performance prediction.
1101,PETE 302,Well Completion,3,0,3,15,Undergraduate,"Subsurface operations needed to prepare the well for production after being drilled and cased. Well completion designs based upon reservoir, mechanical and economic considerations. The production system. Subsurface production control. Completion and work-over fluids. Perforation, remedial cementing, sand control, and well stimulation operations.",
1102,PETE 303,Well Logging,3,3,4,15,Undergraduate,,The course introduces the student to modern well logging techniques and covers both open-hole and cased-hole log interpretation methods. The objective is to provide insight into the basic well logging methods that are employed to derive petrophysical properties for hydrocarbon exploration and production. Discussions also touch on production logging. Concepts of logging program design are presented with examples of applications. All concepts covered are demonstrated through laboratory experiments.
1103,PETE 304,Drilling Engineering II,3,0,3,15,Undergraduate,,"The course presents an overview of drilling engineering with in-depth treatment of casing, rotary drilling bit, drill string and bottom-hole assembly design/evaluation. The student also gains good understanding of the factors affecting the rate of penetration. Various drilling techniques such as horizontal and directional drilling, coiled tubing, multi-lateral drilling, and wellbore surveying techniques are also introduced in addition to well design for safety and efficiency. Other topics include drilling costs and economics and recent advances in drilling engineering."
1104,PETE 305,Reservoir Description,3,0,3,15,Undergraduate,,The principles and techniques of petroleum reservoir description are covered through utilization of subsurface data from geological and engineering sources. Univariate and bivariate description methods are used along with other techniques to estimate reserves.
1105,PETE 306,Well Testing,3,0,3,15,Undergraduate,,Basic theory and modern practices and applications of well testing. Derivation of diffusivity equation and its solutions for slightly compressible fluids within infinite- and finite-acting systems. Introduction to the principles and techniques of well testing and evaluation using conventional and modern well test analysis. Well test design and instrumentation.
1106,PETE 311,Drilling Engineering,3,3,4,15,Undergraduate,,"Description of rotary drilling systems and operations. Drilling fluid formulation and conditioning. Drill String Design and drilling bits. Casing design, landing and cementing practices. Optimization of drilling parameters, well control and drilling hydraulics. Directional drilling, horizontal drilling deviation control, offshore drilling and equipment. Drilling problems and economics. Laboratory sessions cover drilling fluids and cement formulation and testing. Simulation of drilling operations and control."
1107,PETE 313,Well Logging,3,0,3,15,Undergraduate,,Introduction to modern well logging techniques. Open-hole and cased-hole logging. Concepts of logging program design.
1108,PETE 315,Reservoir Description,3,0,3,15,Undergraduate,,Principles and techniques of petroleum reservoir description. Subsurface data from geological and engineering sources. Random variables and probability distributions. Linear and nonlinear regression. Univariate and bivariate descriptions. Measures of heterogeneity. Estimation techniques. Kriging and sequential Gaussian simulation. Contour and image maps and cross-sections. Averaging and scale up of reservoir properties. Correlation of saturation functions. Deterministic and probabilistic reserve estimation methods.
1109,PETE 351,Cooperative Work,0,9,9,15,Undergraduate,"A continuous period of 28 weeks to be spent in the industry to acquire practical experience in different areas of petroleum engineering. During this training period, the student gains in-depth exposure and appreciation of the petroleum engineering profession. The student is required to write a concise report, summarizing his experience and discussing the engineering work he was engaged in and give a presentation of his work.",
1110,PETE 399,Summer Training,0,0,1,15,Undergraduate,,"A student of junior standing spends a period of eight weeks in the summer working in the industry to gain exposure to and appreciation of the petroleum engineering profession. On-the-job training can be acquired in any field of petroleum engineering. On completion of the training, the student is required to write a brief report on his work."
1111,PETE 400,Special Topics,3,0,3,15,Undergraduate,"The course will cover a special topic in one of the areas of the petroleum engineering discipline. Topics will be selected according to the faculty expertise, the students' interests and enrollment.",
1112,PETE 401,Reservoir Description,3,0,3,15,Undergraduate,,Principles and techniques of petroleum reservoir descriptions. Subsurface data from geological and engineering sources. Univariate and bivariate description. Estimation techniques. Reserve estimation methods.
1113,PETE 402,Reservoir Simulation,2,3,3,15,Undergraduate,,Introduction to the basic theory and practices in reservoir simulation. Formulation of equations governing single phase and multi-phase flow in porous media. Use of finite difference methods to solve ordinary and partial differential equations. Solution techniques of linear equations. Applications using a black oil simulator.
1114,PETE 403,Petroleum Production Engineering,3,0,3,15,Undergraduate,,Introduction inflow and outflow performance. Multi-phase flow in pipes. Nodal analysis and production optimization. Artificial lift with emphasis on electric submersible pumps and gas lift systems. Oil and water treatment and separation processes. Design and economic applications.
1115,PETE 404,Production Facilities Design,3,3,4,15,Undergraduate,,"Overview of petroleum surface operations including types, applications, and design of two- and three-phase separators; oil treatment equipment; vapor recovery processes; gas treatment processes and equipment; produced-water treatment and disposal; flowlines; gathering lines and transportation; oil, water and gas metering. Laboratory sessions cover design principles of production facilities leading to the complete design of one basic production unit."
1116,PETE 405,Water Flooding,2,0,2,15,Undergraduate,,Basic theoretical and design aspects of waterflooding processes. Review of capillary phenomena and relative permeability characteristics of reservoir rocks. Theory of immiscible displacement including piston-like and frontal advance mechanisms. Injectivity analysis and performance prediction of linear and pattern flooding. Heterogeneous reservoirs. Problems encountered in water flooding projects.
1117,PETE 406,Improved Oil Recovery,3,0,3,15,Undergraduate,,"Introduction to current techniques of improved oil recovery. Principles of thermal recovery, chemical flooding, and miscible gas displacement methods, performance prediction. Advantages and drawbacks of each displacement method. Selection criteria for target reservoirs."
1118,PETE 407,Petroleum Economics,3,0,3,15,Undergraduate,"Introduction to the standards and practices of economic analysis in the petroleum industry. Brief review of the principles of economic evaluation, typical decision making situations including risk analysis, alternative reservoir depletion schemes utilizing decline curve analysis, secondary stage development options, and various improved oil recovery methods. Analysis involves reserve estimation and forecasting of capital investment, operating cost, and manpower requirement.",
1119,PETE 408,Seminar,0,2,1,15,Undergraduate,"Preparation of technical presentations. Use of visual aids, platform and vocal techniques. Student presentations on selected subjects. Attendance of Departmental and SPE local chapter seminars is required.",
1120,PETE 409,Artificial Lift,3,0,3,15,Undergraduate,,"Artificial lift methods in oil wells. Basic theoretical and design aspects. Gas lift, electric submersible pumping, and suckerrod pumping systems. Principles of multi-phase flow integrated with system performance and coupled with in inflow performance. Well performance prediction."
1121,PETE 410,Natural Gas Engineering,3,0,3,15,Undergraduate,,Methods to estimate gas reserves for volumetric and water-drive gas reservoirs. Performance analysis of gas-condensate reservoirs. Derivation of the basic flow equations for real gas and their solutions and applications. Analysis of gas well testing including hydraulically-fractured gas wells. Deliverability testing of gas wells. Decline-curve analysis. Estimating static and flowing bottomhole Pressures. Fundamentals of gas treatment processes and equipment. Gas flow rate measurement. Gas compression and transmission. Field development plans.
1122,PETE 412,Senior Design Project II,0,6,3,15,Undergraduate,,"This is the second of two courses for the multidisciplinary, capstone project. Multidisciplinary teams undertake product definition, generation of conceptual designs, product development, and presentation of final products. Students integrate knowledge acquired from prior courses into multidisciplinary projects with multiple constraints and use engineering standards while further developing their communication skills and life-long learning techniques."
1123,PETE 417,Surface Facilities,3,0,3,15,Undergraduate,,"Processes for the gathering system, fluid treatment, transportation, measurements and storage of produced fluid. Operation and design of oil, gas and water surface handling and processing facilities. Gas/oil separation, oil sweetening and de-emulsification, produced water treatment, gas treatment, and pipe system."
1124,PETE 418,Modern Petroleum Production,3,0,3,15,Undergraduate,,"The course covers advanced treatment of modern petroleum production engineering. This encompasses deliverability from vertical, horizontal and multilateral/multi-branch wells. Diagnosis of well performance including elements of well testing and production logging are also covered. The function of the production engineer is defined in the context of well design, stimulation and artificial lift."
1125,PETE 421,Directional Drilling,3,0,3,15,Undergraduate,,"Directional drilling design including horizontal and multi-lateral wells is covered along with the theory of deviation, monitoring and control. Offshore drilling techniques from fixed and floating drilling structures are also presented."
1126,PETE 422,Well Control,3,0,3,15,Undergraduate,,"Theory of pressure control in drilling operations and during well kicks is covered. Topics include abnormal pressure detection, fracture gradient determination, casing setting depth selection and advanced casing design. Theoretical aspects are demonstrated using well control simulators."
1127,PETE 424,Rock Mechanics for Petroleum Engineers,3,0,3,15,Undergraduate,"Rock mechanics as an essential tool in petroleum engineering. Mechanical properties of rocks and their laboratory determination. Acoustics in rock mechanics. In-situ stress conditions and their determination. Failure of rocks. Stresses in boreholes and borehole failure mechanisms. Sand production. Brief introduction to hydraulic fracturing, reservoir compaction and surface subsidence is also provided.",
1128,PETE 431,Reservoir Management,3,0,3,15,Undergraduate,,"Introduction to techniques that utilize geological, geophysical and petroleum engineering data to predict and manage the behavior of hydrocarbon reservoirs. Field operating plans to optimize profitability: principles of planning implementing, monitoring and evaluating reservoir performance. Real case studies."
1129,PETE 432,Water Flooding,3,0,3,15,Undergraduate,,Introduction to basic theoretical and design aspects of water flooding processes. Review of capillary phenomena and relative permeability characteristics of reservoir rocks. Theory of immiscible displacement including piston-like and frontal advance mechanisms. Injectivity analysis and performance prediction of linear and pattern floods including heterogeneous reservoirs. Problems encountered in water flooding projects such as scaling.
1130,PETE 452,Naturally-Fractured Reservoirs,3,0,3,15,Undergraduate,,"The course covers different aspects of fractured reservoirs including rock characteristics, effect of fractures on reservoir performance, pressure testing, production performance, and effect on water and/or gas flooding. Applications to horizontal/multi-lateral wells are presented."
1131,PETE 453,Production Logging,3,0,3,15,Undergraduate,,"Identification of undesired changes in well performance to propose suitable solutions. Various open-hole and cased-hole production logging techniques and tools: Flowmeter, Gradiomanometer, cement evaluation, noise and temperature, thermal decay time, reservoir saturation, formation resistivity. Field examples in vertical and horizontal wells."
1132,PETE 461,Chemical Enhanced Oil Recovery,3,0,3,15,Undergraduate,,"Processes that involve injecting aqueous solutions of chemicals into an oil reservoir to reduce water/oil interfacial tension, alter the wettability of reservoir rock, or improve the sweep efficiency of flood water. Types of surfactants, co-surfactants, polymers, and alkalis used. Phase behavior of water-oil-surfactant mixtures. Design and recovery forecasting of chemical floods. Chemical retention problems."
1133,PETE 462,Thermal Enhanced Oil Recovery,3,0,3,15,Undergraduate,,"Processes that involve heating an oil reservoir to reduce oil viscosity. Thermal properties of reservoir rocks and fluids. Modes of steam flooding: Cyclic and continuous. Oxidation and pyrolysis kinetics of crude oil. Air injection. In-situ combustion modes: Dry forward, wet, and reverse combustion. Design and recovery forecasting of thermal floods."
1134,PETE 463,Miscible Enhanced Oil Recovery,3,0,3,15,Undergraduate,,"Processes that involve injecting gases or liquids into an oil reservoir to achieve miscibility with the oil and improve its displacement efficiency. Phase behaviour of various gases/gas mixtures with crude oil. First-contact and multiple-contact miscibility conditions. Carbon dioxide flood. Nitrogen/flue gas flood. LPG flood. Estimation of minimum miscibility pressure. Design, selection/screening criteria and recovery forecasting of miscible floods."
1135,PETE 464,Energy Sustainability,3,0,3,15,Undergraduate,"Introduction to Global energy sustainability model including its 3 pillars of Economic Growth, Environmental and Social Development and its relationship to Human Prosperity and Energy needs. The relationship between energy demand and human Prosperity and the link to the United Nation 17 Sustainable Development Goals. CO2 and Methane Emission and its link to Climate Change. Energy Transition versus Energy Advancement including the future Energy Mix and the Zero Emission, Carbon Circular Economy and Decarbonization roadmap.",
1136,PETE 465,"Carbon Capture, Utilization and Sequestration",3,0,3,15,Undergraduate,"Introduction to fundamental and advanced concepts related to carbon capture and sequestration (CCS), scope of CCS in the energy transition context and fundamental aspects of carbon capture, separation and transportation methods and sequestration aspects. Emphasis on site selection, monitoring and verification contents with a detailed CCS assessment workflow to provide exposure to real-life sequestration project, with engineering aspects related to CO2-EOR and sequestration, and a detailed CCS assessment workflow.",
1137,PETE 466,Hydrogen Geostorage,3,0,3,15,Undergraduate,"Introduction to basic ideas of hydrogen production techniques and fundamental and advanced concepts of various options for subsurface storage; The hydrogen production from fossil fuels, biomass and water are included; Discuss the basic principles and classifications of surface and subsurface storage and hydrogen transportation; The mechanism, advantages, disadvantages, and application of gas storage in hydrocarbon reservoirs, aquifers and salt caverns; Simple design procedure for hydrogen geostorage.",
1138,PETE 471,Introduction to Unconventional Resources,3,0,3,15,Undergraduate,,A multidisciplinary knowledge about the various aspects of unconventional resources. Description of unconventional resources rock and fluid flow in nanopores and kerogen impact on adsorption/desorption. Completion types and drilling strategies. Rigless operations and frac fleet components. Artificial lift methods.
1139,PETE 472,Unconventional Resources Stimulation,3,0,3,15,Undergraduate,,"Productivity optimization of fracture size based on reservoir engineering understanding. Rock mechanics, fracture mechanics, and fluids mechanics. Simple 2D and P3D hydraulic fracture design including fracture length, width, and height determination and proppant scheduling. Chemistry of fracture fluids and proppant materials. Field diagnostic test such as DIFT. Introduction to acid fracturing."
1140,PETE 473,Unconventional Resources Evaluation,3,0,3,15,Undergraduate,,"Petrophysics of unconventional reservoirs and building geostatistical models. Reserve estimation methods, including simulation (CMG) and decline curve analysis. RTA and PTA application to unconventional resources. Introduction to AI basics and application of AI to unconventional resources through an intensive term project."
1141,PETE 490,Special Topics in Petroleum Engineering I,3,0,3,15,Undergraduate,The course presents a special topic in one area of the petroleum engineering discipline. Topics are selected according to faculty expertise and availability and students' interest and enrollment. A detailed description and syllabus of the course is announced one semester in advance.,
1142,PETE 491,Special Topics in Petroleum Engineering II,3,0,3,15,Undergraduate,The course presents a special topic in one area of the petroleum engineering discipline. Topics are selected according to faculty expertise and availability and students' interest and enrollment. A detailed description and syllabus of the course is announced one semester in advance.,
1143,PETE 494,Undergraduate Thesis I,0,0,3,15,Undergraduate,"This course is an independent research course for students undertaking the CX in undergraduate research. An undergraduate thesis is a substantive piece of research-oriented creative work demonstrating mastery over the discourse of one semester in professional field. A thesis requires students to formulate the main hypothesis and research questions, maintain research integrity and be aware of research misconducts, and acquire skills of identifying research gaps in literature. Students will develop their scientific writing skills to report their preliminary research findings in a research proposal. Such proposal must be planned and completed under the supervision of a faculty (advisor) and, at the advisor's discretion and department approval, may be reviewed by an additional co-advisor. Student will have to present to a committee his/her research plan and hypothesis in the thesis proposal.",
1144,PETE 495,Directed Undergraduate Research,3,0,3,15,Undergraduate,"A supervised research project on a theoretical, experimental or simulation problem. It provides the undergraduate student the opportunity for faculty mentorship, active learning and a chance to create new knowledge. The instructor conducting the course submits a detailed program of the research work with deliverables and grading policy in the preceding semester for Department approval.",
1145,PETE 496,Undergraduate Thesis II,0,0,3,15,Undergraduate,"This is an independent research course focused on making research contributions and presenting the results in a thesis for students undertaking the CX in undergraduate research. In this course, students will refine their thesis proposal in previous thesis course and work closely with the advisor to demonstrate their research findings over one semester in a professional field. This requires students to ensure the novelty and originality of the idea, conduct extensive research to validate the main hypothesis and research questions, and have the skills needed to write the thesis and prepare the research results for the proper venue for possible publication. Students will learn to develop their professional communication skills to defend their thesis in front of an independent scientific committee and possibly to deliver speech in a research symposia.",
1146,PE 101,Physical Education I,0,2,1,40,Undergraduate,,
1147,PE 102,Health & Physical Education II,0,2,1,40,Undergraduate,,
1148,PE 201,Physical Education III,0,2,1,40,Undergraduate,,
1149,PE 202,Physical Education IV,0,2,1,40,Undergraduate,,
1150,PE 301,Elective 1,0,2,1,40,Undergraduate,,
1151,PE 302,Elective 2,0,2,1,40,Undergraduate,,
1152,PE 303,Elective 3,0,2,1,40,Undergraduate,,
1153,SSC 200,Visual Communication for Urban Planners,0,6,3,11,Undergraduate,"Graphic communication skills for urban planners; Techniques and applications of computer aided design in context of urban planning; Seek, produce, manage, exchange graphical information in design process; Introduction to Creative Suite applications for graphic communication and map making.",
1154,SSC 201,Introduction to Smart & Sustainable Cities,3,0,3,11,Undergraduate,"Planning, definition of smart and sustainable cities; principles of sustainable urban planning and design and the processes that develop and shape smart and sustainable cities; economic, social and environmental challenges facing urban areas; role of innovations in information communication technology (ICTs) in shaping the future of cities; sustainability assessment tools and their roles in forming smart, healthy, resilient, and inclusive cities and quality of life.",
1155,SSC 202,Sustainable Urbanization,3,0,3,11,Undergraduate,"The concept and process of urbanization; theories and approaches of urban sustainable development; the concept and measurements of sustainable urbanization and development in cities; urban sustainability initiatives in the context of urban economies, land-use practices, urban nature and ethical perspectives; programs and policies designed to enhance sustainable urban development.",
1156,SSC 203,Humanizing the Smart City,3,0,3,11,Undergraduate,"Interactions of ""cyber-physical-human systems""; framework for capturing interactions and dynamics in human-machine system; demonstration of its applications in user case studies; smart cities initiatives and quality of life, examples of technology-oriented initiatives and social innovation strategies focusing on human-centered approaches and concepts dealing with social exclusion and inequalities in smart cities, including international case studies.",
1157,SSC 211,Land Use & Environment,3,0,3,11,Undergraduate,"Smart and sustainable land use. Infrastructure systems and municipal and regional models. Land use and sustainability paradigms relationship. Effects of urbanization on climate change and the environment. Exploration of relevant city policies and action plans such as alternative options for sustainable and renewable energy production, resilient water systems, green buildings, energy efficient transport and sustainable infrastructure.",
1158,SSC 212,Urban Information Systems,2,2,3,11,Undergraduate,"Principles of Urban Information Systems (UIS) and Geographic Information Systems (GIS). GIS and UIS Applications. Attribute and Spatial Data Structures, Map Projections, Spatial Analysis and Cartographic Production. Location Based Services and Internet GIS. Remote Sensing, and Global Positioning System (GPS). GIS Planning and Implementation. Case studies of GIS adoption and application in Saudi Arabia and abroad.",
1159,SSC 304,City Design I: Spatial Analysis,1,4,3,11,Undergraduate,"A hands-on introduction to the principles of spatial analysis as they relate to city design. Using spatial data to understand the spatial patterns of cities, and how to use this information to inform their design decisions. The nature of spatial data. Spatial analysis techniques. The use of spatial data in city design.",
1160,SSC 305,City Design II: Urban Form and Formation,1,4,3,11,Undergraduate,"A hands-on exploration of the principles of urban form and formation, with an emphasis on the role of urban planning in shaping cities. The history of urban form. The different types of urban forms. The factors that influence urban form. The planning tools for shaping urban form.",
1161,SSC 313,Urban System Modeling and Simulation,2,2,3,11,Undergraduate,"Various models and simulation tools to study and solve urban problems. Models and simulations to study various aspects of urban land use, public facility siting, population analysis, resource allocation in congested urban settings, and transportation networks. The use of applied techniques in urban analysis. Vital urban survey tools and techniques of collecting primary data, as well as collecting and processing and analyzing secondary data.",
1162,SSC 314,Urban Indicators Assessment,3,0,3,11,Undergraduate,"Smart urban development indicators analysis. The use of empirical evidence findings and conversion into informatics to improve decision making in planning and management of urban services. Applications through Urban Observatories and other urban services delivery and development agencies. Examples include, the collection, analysis and presentation of the SDG 17 based indicators at the local, regional, and national level compared with the international levels. Linkage with Regional plans assessment and the national vision. The basics of statistical analysis and statistical techniques. Application of different quantitative methods in city planning.",
1163,SSC 321,Circular Economy,3,0,3,11,Undergraduate,"Fundamentals of circular economy and the characteristics of a circular business model. Theoretical and empirical studies of the economic effects of urban environmental policies. Issues of costs and benefits of alternative sustainability policies to deal with air pollution, water quality, solid waste, and other climate change impacts. Economic valuation of the environment externality and circular urban development economy.",
1164,SSC 331,Sustainable Infrastructure Systems,3,0,3,11,Undergraduate,"Fundamentals of sustainable urban infrastructure systems. Aspects related to urban infrastructure development, urban energy, urban transportation, urban water, and urban social infrastructure. Concepts and approaches towards sustainable urban infrastructure development. Emphasis on operations of technical urban infrastructure and insights relevant for policy and planning.",
1165,SSC 399,Summer Training,0,0,1,11,Undergraduate,A continuous period of 8 weeks of one semester working in the industry to gain exposure and appreciation of the Smart City Planning profession. On-the-job training can be acquired in one or more of the areas related to Smart City Planning. The student is required to write a detailed report about his practical work experience. The report should emphasize duties assigned and completed by the student and gained skill and abilities.,
1166,SSC 406,City Design III: Digital Urban Twin,1,4,3,11,Undergraduate,"A hands-on exploration of the use of digital urban twins in city design. 3D city models, real-time traffic simulations, and energy use models. Improved decision-making, increased collaboration, and enhanced visualization. Data collection, data quality, and technical expertise.",
1167,SSC 412,Senior Design Project II,0,6,3,11,Undergraduate,A capstone course integrating various components of the curriculum in a comprehensive original project. The project is an approved topic in the field of planning for smart and sustainable cities carried out based on the advice and supervision of the instructor to demonstrate the student knowledge and skills acquired during his four years of studies. Public oral presentation and submission of final written report of the design project are essential requirements for the completion of the course.,
1168,SSC 419,Urban Code Development,3,0,3,11,Undergraduate,"Concept of the Urban Planning Code defining instances, documents, permits, and the methods of sanctions relating to town planning and construction. Urban planning documents at different level (the National Land Use Plan, Regional local Urban Planning Master Plan level) up to plans of development and subdivision impacting neighborhood and housing units' envelopes. Frontage, street elements, third place treatment, landscaped areas, etc. Land use, the code regulates the subdivision action at all levels including the right of first refusal, and its exercise and expropriation for public purposes.",
1169,SSC 422,Management of Smart Cities & Governance,3,0,3,11,Undergraduate,"Smart city management and governance for urban and infrastructure development. Urban development and infrastructure management, accessibility, and usability in smart cities. ICT applications for the transformation of cities to smart cities. Citizens participation and representation in smart cities. Effective smart city governance processes and tools. Legal frameworks, negotiation, and managerial and administrative processes.",
1170,SSC 423,Urban Policy Development & Enactment,3,0,3,11,Undergraduate,Design of the Urban service systems including plan for and design; development legislative mandates and regulations for designs operations; formal enactment facilitation. Analytic and interactional skills associated with the development and enactment of policies that give specification to Urban Planning and City service systems.,
1171,SSC 425,City Resilience & Climate Change,3,0,3,11,Undergraduate,"Basics of climate change problem and cities, the impact of climate change on the urban, natural, and built environment. Principles and concept of resiliency including social-ecological resilience to disasters. Mitigation and adaptation of climate change-related issues such as Greenhouse Gas (GHG) in urban areas, heat, and air pollution. Relevant tools, city policies, and action plans for mitigation and adaptation. Insight into the role of green and sustainable infrastructure in adapting cities for climate change.",
1172,SSC 426,City Business Development,3,0,3,11,Undergraduate,"Fundamental business strategy (current developments, future opportunities) including strategies assisting city dealing with relevant trends and challenges. Concept of collective responsibility amongst businesses throughout the city; working with numerous public and private sector partners, creating and implementing an economically sustainable environment that stimulates a modern and growing economy, producing wealth for residents and businesses, strengthening existing and future industry clusters, diversifies the City economic base and increases the commercial revenue for the city. Introduction of best practices are of world class success stories.",
1173,SSC 433,Smart Mobility,3,0,3,11,Undergraduate,Fundamentals of various mobility and transportation trends of smart mobility. Aspects and concepts related to smart and seamless mobility and transportation. The essentials of transport infrastructure and intramodality. Overview of smart mobility as an element in promoting sustainable urban transportation development and the role of stakeholders managing transportation needs. Insight to smart mobility and services such as mobility as a service (MaaS) and different case studies.,
1174,SSC 434,Digital Transformation of Cities,3,0,3,11,Undergraduate,"History, terms, theories and methods of investigating the effects of digitization on society and cities. Technical design, usage patterns and the mutual influence of digitization, society and cities. International and local case studies of digital transformation of cities.",
1175,SSC 435,Sustainable Waste Recycling Systems,3,0,3,11,Undergraduate,"Concept of sustainable waste management. Approach to sustainable waste management focusing on the entire lifecycle of a product to reduce the negative environmental, social, and financial impacts of consumption. Sustainable waste management and circular economy; show cases of best practice from around the world.",
1176,SSC 441,Plan Evaluation and Appraisal,3,0,3,11,Undergraduate,"Techniques and methods for assessment of different plans, programs, and public policies. Cost effectiveness, goal achievement, cost benefit, and cost revenue analysis. Pre and post implementation evaluation. Including development impact assessment methods; cost-benefit analysis, environmental impact assessment, and balance sheet.",
1177,SSC 471,Urban Livability,3,0,3,11,Undergraduate,"Concept, principles and theory, metrics, and rankings of urban livability. Parameters for well-being and the spatial and policy mechanisms for fostering urban livability in different public space and street design. Examples of local and international best practice livable cities.",
1178,SSC 481,Urban Ecology,3,0,3,11,Undergraduate,"Consequences of urbanization on ecological processes. The unique ecological features and impact due to population increase and expansions in built up areas. Nutrient cycling, urban greening, ecological landscaping, management of water features, flora and fauna, and planning techniques for sustainable ecosystems.",
1179,SSC 491,Artificial Intelligence in Smart Cities,3,0,3,11,Undergraduate,"Artificial Intelligence (AI) in smart cities and urban mobility. AI as enabler smart urban solutions in efficient energy, water and waste management, reduced pollution, noise, and traffic congestions. IA digital transformation technological, social, and regulatory challenges for local authorities. Challenges in technology and data availability and reliability, lack of IA skills, and ethical IA use policy.",
1180,STAT 201,Probability and Statistics for Engineers and Scientists,3,1,3,41,Undergraduate,"Presentation and interpretation of data, elementary probability concepts, random variables and probability distributions, binomial, hypergeometric, Poisson, exponential, Weibull, normal and lognormal random variables. Estimation, hypothesis testing for mean, variance and proportion. Simple and multiple linear regression, application to real-life problems. The lab session will be devoted to problem solving using statistics software.",
1181,STAT 211,Statistics for Business I,3,0,3,41,Undergraduate,"Data description: Frequency table, histogram, measures of central tendency, scatter diagram and correlation. Probability theory; sampling; probability distributions; point and confidence interval estimation; application for managerial decision. A statistical package will be used.",
1182,STAT 212,Statistics for Business II,3,0,3,41,Undergraduate,Hypothesis testing for means and variances; index numbers and time series; simple linear progression and correlation analysis; multiple regression analysis; the chi-squared and F distributions and their applications. A statistical package will be used.,
1183,STAT 213,Statistical Methods for Actuaries,2,2,3,41,Undergraduate,"Descriptive statistics: Frequency table, histogram, measures of central tendency and variability, scatter diagram and correlation. Probability theory; sampling techniques; probability distributions; estimation; hypothesis testing for means and variances; index number and introductory time series analyses; simple linear regression and correlation analysis; multiple regression analysis; the chi-squared and F distributions and their applications; application for financial decisions; application using statistical packages.",
1184,STAT 214,Actuaries and Business Statistics,3,2,4,41,Undergraduate,Descriptive Statistics: Graphical and numerical measures. Elementary Probability theory; sampling techniques; probability distributions; estimation; hypothesis testing for means and variances; index number and introductory time series analyses; simple linear regression and correlation analysis; multiple regression analysis; the chi-squared and F distributions and their applications; application for financial decisions; application using statistical packages.,
1185,STAT 220,Statistical Computing Software,2,2,3,41,Undergraduate,"Statistical computation with major statistics packages used in academics and industry: data structure, entry, and manipulation; numerical and graphical summaries; basic statistical methods; exploratory data analysis, simulation-based methods, selected advanced methods.",
1186,STAT 301,Probability Theory and Mathematical Statistics,3,0,3,41,Undergraduate,"Combinatorial methods, classical models of probability. Set functions. Axiomatic definition of probability. Conditional probability and Bayes' theorem. Random variables and their types. Distributions, moments, moment generating functions, cumulative distribution function. Hazard function with applications. Covariance and correlation. Special discrete and continuous distributions. Random vectors and their distributions. Marginal and conditional distributions. Independent random variables. Functions of random variables. Sums of independent random variables. Chebyshev's inequality, weak law of large numbers and the central limit theorem.",
1187,STAT 302,Statistical Inference,3,0,3,41,Undergraduate,"Random sampling and the sampling distributions: t, chi-square, and F. Order Statistics. Methods of estimation: maximum likelihood and moments. Properties of a good estimator: unbiasedness, consistency, efficiency, sufficiency, and approximate normality. Testing of simple hypotheses, the Neyman-Pearson lemma. Testing composite hypotheses, uniformly most powerful and likelihood ratio tests. Bayesian Statistics.",
